manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11530-00022,오류역,문화공원,,서울특별시 구로구 오류동 299-29,37.49463217,126.8455221,7510.0,2013-08-28,서울특별시 구로구청,02-860-3165,2023-01-27,3160000
11530-00023,고척,문화공원,,서울특별시 구로구 고척동 100,37.4981308713,126.8585711549,373300.0,2018-06-01,서울특별시 구로구청,02-860-3165,2023-01-27,3160000
11380-00040,불  광,근린공원,,서울특별시 은평구 불광동 산33-1,37.614968,126.910327,118314.2,,서울시특별시 은평구청 공원녹지과,02-351-8005,2021-05-01,3110000
11380-00041,백  련,근린공원,,서울특별시 은평구응암동 산1-27,37.60836,126.919486,205090.9,,서울시특별시 은평구청 공원녹지과,02-351-8004,2021-05-01,3110000
11380-00039,서오능,근린공원,,서울특별시 은평구 진관동 산63-4,37.6384025764,126.9138098934,58509.5,,서울시특별시 은평구청 공원녹지과,02-351-8003,2021-05-01,3110000
11380-00038,봉산,근린공원,,서울특별시 은평구 구산동 산136-5,37.585195,126.891941,173394.2,,서울시특별시 은평구청 공원녹지과,02-351-8003,2021-05-01,3110000
11470-00024,돌다리,어린이공원,,서울특별시 양천구 신월1동 119,37.531941,126.835812,925.1,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00009,목동누리,어린이공원,,서울특별시 양천구 목3동 965-1,37.546104,126.865222,2190.0,2011-07-28,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00010,나말,어린이공원,,서울특별시 양천구 목4동 724-1,37.538689,126.864464,1002.2,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00011,정목,어린이공원,,서울특별시 양천구 목4동 767-1,37.536923,126.868305,987.3,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00012,모세미,어린이공원,,서울특별시 양천구 목4동 772-1,37.535262,126.868644,988.9,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00013,마장,어린이공원,,서울특별시 양천구 목4동 791-22,37.533508,126.864686,785.4,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00014,파리,문화공원,,서울특별시 양천구 목5동 906,37.534645,126.877186,29619.3,1983-11-01,서울특별시 양천구청 공원녹지과,02-2620-4569,2023-08-20,3140000
11470-00015,목마,근린공원,,서울특별시 양천구 목5동 910,37.538161,126.885426,12816.8,1983-11-01,서울특별시 양천구청 공원녹지과,02-2620-3576,2023-08-20,3140000
11470-00016,햇님,어린이공원,,서울특별시 양천구 목5동 901-2,37.539933,126.879386,2299.5,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00017,별님,어린이공원,,서울특별시 양천구 목5동 902-2,37.537814,126.875231,4211.4,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00018,영도,어린이공원,,서울특별시 양천구 목5동 903-2,37.535067,126.872941,2985.4,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00019,진달래,어린이공원,,서울특별시 양천구 목5동 904-1,37.531972,126.870154,6517.0,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00020,달님,어린이공원,,서울특별시 양천구 목5동 911-5,37.535171,126.885482,3659.2,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00021,장미,어린이공원,,서울특별시 양천구 목5동 912-1,37.534427,126.882744,3963.8,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00022,은하수,어린이공원,,서울특별시 양천구 목5동 913-1,37.533387,126.878583,3815.8,1987-11-01,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00023,신대,어린이공원,,서울특별시 양천구 신월1동 100-1,37.534828,126.832752,1003.1,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00025,반곡,어린이공원,,서울특별시 양천구 신월1동 230-1,37.529181,126.835481,946.7,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00026,곰달래,어린이공원,,서울특별시 양천구 신월1동 234-11외 4,37.528711,126.837905,945.1,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00027,신월,어린이공원,,서울특별시 양천구 신월1동 240,37.527015,126.838167,1148.2,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00028,신곡,어린이공원,,서울특별시 양천구 신월2동 459,37.526252,126.845112,990.4,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00029,꽃동산,어린이공원,,서울특별시 양천구 신월2동 471,37.526443,126.848436,1002.9,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00030,신장,어린이공원,,서울특별시 양천구 신월2동 486,37.524231,126.842737,983.8,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00031,신월2동소공원,소공원,,서울특별시 양천구 신월2동 1063-3,37.517502,126.848298,3001.0,2005-11-24,서울특별시 양천구청 공원녹지과,02-2620-4569,2023-08-20,3140000
11470-00032,남부,어린이공원,,서울특별시 양천구 신월3동 156,37.534821,126.826044,995.9,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00033,경인,어린이공원,,서울특별시 양천구 신월3동 196,37.532106,126.828788,1161.6,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00034,태양,어린이공원,,서울특별시 양천구 신월4동 422-1,37.524353,126.838614,998.1,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00035,남도,어린이공원,,서울특별시 양천구 신월4동 426-4,37.524405,126.840798,1009.9,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11470-00036,문화,어린이공원,,서울특별시 양천구 신월4동 515,37.521202,126.842733,992.1,1982-04-03,서울특별시 양천구청 공원녹지과,02-2620-4565,2023-08-20,3140000
11170-00030,청탑공원,소공원,,서울특별시 용산구 이촌동 425,37.517808,126.977273,546.0,2006-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00018,이촌공원,소공원,,서울특별시 용산구 이촌동 301-60,37.518766,126.979792,1736.0,1984-03-30,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00019,새푸리공원,소공원,,서울특별시 용산구 이촌동 399,37.5215843,126.967831,231.0,1992-12-24,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00020,도원어린이공원,어린이공원,,서울특별시 용산구 도원동 21,37.537154,126.9546234,1500.0,1994-01-10,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00021,강변공원,소공원,,서울특별시 용산구 이촌동 408,37.521338,126.975039,1766.0,1995-02-22,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00022,솔밭어린이공원,어린이공원,,서울특별시 용산구 한강로1가 30-3,37.537229,126.973668,2090.0,2001-07-10,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00023,신창동어린이공원,어린이공원,,서울특별시 용산구 신창동 100,37.5366983,126.954145,257.0,2003-02-20,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00024,서빙고공원,근린공원,,서울특별시 용산구 용산동5가 24-2,37.524782,126.9712832,11879.0,2003-05-10,서울특별시 용산구청,02-2199-7603,2022-12-20,3020000
11170-00025,기와터공원,근린공원,,서울특별시 용산구 한강로3가 63-388,37.52581297,126.969661,2225.0,2003-06-05,서울특별시 용산구청,02-2199-7603,2022-12-20,3020000
11170-00026,문배어린이공원,어린이공원,,서울특별시 용산구 문배동 24-1,37.536628,126.9698073,842.0,2003-06-30,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00027,서계가로어린이공원,어린이공원,,서울특별시 용산구 서계동 276-7,37.551285,126.964252,183.0,2004-11-20,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00028,후암어린이공원,어린이공원,,서울특별시 용산구 후암동 406-80,37.54722997,126.9836734,182.0,2005-10-31,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00029,비상공원,소공원,,서울특별시 용산구 이촌동 417,37.522342,126.971394,889.0,2006-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00031,사촌공원,소공원,,서울특별시 용산구 이촌동 429,37.520666,126.9709256,1500.0,2006-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00032,강변복지공원,소공원,,서울특별시 용산구 이촌동 421,37.521114,126.9658983,377.0,2006-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00033,이촌한우리공원,소공원,,서울특별시 용산구 이촌동 437,37.5172264,126.981103,4325.0,2006-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11290-00006,아름드리,근린공원,,서울특별시 성북구 하월곡동 225-2,37.60992341,127.037977,3782.0,1999-11-17,서울특별시 성북구청,02-2241-3689,2023-12-27,3070000
11170-00011,꿈나무공원,소공원,,서울특별시 용산구 이촌동 301-86,37.520795,126.971721,1412.0,1972-02-16,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00012,새싹어린이공원,어린이공원,서울특별시 용산구 이촌로14길 11-22,서울특별시 용산구 이촌동 206-1,37.526961,126.954522,480.0,1973-03-23,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00013,삼각지어린이공원,어린이공원,,서울특별시 용산구 용산동3가 1-96,37.534406,126.9754551,803.0,1973-06-04,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00014,응봉공원,근린공원,,서울특별시 용산구 한남동 산8-1,37.544987,127.0047763,187834.0,1977-07-09,서울특별시 용산구청,02-2199-7593,2022-12-20,3020000
11170-00015,동빙고공원,근린공원,,서울특별시 용산구 용산동6가 69-163,37.517396,126.983984,55740.0,1977-07-09,서울특별시 용산구청,02-2199-7603,2022-12-20,3020000
11170-00016,두텁바위어린이공원,어린이공원,,서울특별시 용산구 동자동 50,37.552054,126.972944,2623.0,1978-07-30,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00017,효창어린이공원,어린이공원,,서울특별시 용산구 효창동 5-712,37.54303936,126.9590411,525.0,1981-01-30,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00007,새꿈어린이공원,어린이공원,,서울특별시 용산구 동자동 8,37.552563,126.974476,1828.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00008,돌모루어린이공원,어린이공원,서울특별시 용산구 원효로97길 50,서울특별시 용산구 청파동3가 118-102,37.542772,126.9685904,3447.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00009,신계공원,역사공원,서울특별시 용산구 청파로 139-25,서울특별시 용산구 신계동 55,37.535079,126.966284,15000.0,1940-03-12,서울특별시 용산구청,02-2199-7603,2022-12-20,3020000
11170-00010,소월길어린이공원,어린이공원,,서울특별시 용산구 이태원동 463,37.543563,126.989243,1630.0,1963-12-16,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11590-00042,까망돌,어린이공원,,서울특별시 동작구 흑석동 335-10,37.506578,126.964102,1904.5,2008-09-11,서울특별시 동작구청,,2024-04-05,3190000
11590-00043,해밀,어린이공원,,서울특별시 동작구 사당동 1157-1,37.48852684,126.9744312,2392.0,2010-04-01,서울특별시 동작구청,,2024-04-05,3190000
11590-00044,영도,소공원,,서울특별시 동작구 상도동 535-6,37.50338581,126.9411913,1737.0,2012-01-12,서울특별시 동작구청,,2024-04-05,3190000
11590-00045,나비,소공원,,서울특별시 동작구 상도동 535-3,37.50334639,126.943593,564.1,2012-01-12,서울특별시 동작구청,,2024-04-05,3190000
11590-00046,꽃담길,소공원,,서울특별시 동작구 상도동 25-8,37.505644,126.942102,206.0,2012-05-02,서울특별시 동작구청,,2024-04-05,3190000
11590-00047,흑석,소공원,,서울특별시 동작구 흑석동 186-135,37.50916104,126.957863,442.0,2012-05-17,서울특별시 동작구청,,2024-04-05,3190000
11590-00048,칸나,소공원,서울특별시 동작구 시흥대로596,서울특별시 동작구 신대방동 698,37.48562691,126.9043083,241.0,2012-09-06,서울특별시 동작구청,,2024-04-05,3190000
11590-00049,꿈나래,어린이공원,,서울특별시 동작구 상도동 36-1,37.5052677,126.9481801,1720.2,2007-09-27,서울특별시 동작구청,,2024-04-05,3190000
11590-00050,새빛,소공원,,서울특별시 동작구 사당동 164-1,37.48733571,126.9744112,1680.0,2009-02-05,서울특별시 동작구청,,2024-04-05,3190000
11590-00051,까막골,소공원,,서울특별시 동작구 흑석동 231-31,37.5045058,126.9605347,1420.1,2008-09-11,서울특별시 동작구청,,2024-04-05,3190000
11590-00052,비둘기,어린이공원,,서울특별시 동작구 상도1동 558,37.505903,126.9518335,2114.7,1963-04-26,서울특별시 동작구청,,2024-04-05,3190000
11170-00001,효창공원,근린공원,서울특별시 용산구 임정로 26,서울특별시 용산구 효창동 255,37.544278,126.959255,171277.0,1940-03-12,서울특별시 용산구청,02-2199-7594,2022-12-20,3020000
11170-00002,새나라어린이공원,어린이공원,서울특별시 용산구 후암로13가길 25,서울특별시 용산구 후암동 190-1,37.548319,126.9763669,2340.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00003,늘푸른어린이공원,어린이공원,서울특별시 용산구 원효로41가길 14-19,서울특별시 용산구 원효로3가 1-139,37.53479369,126.956553,2300.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00004,청파문화공원,문화공원,,서울특별시 용산구 서계동 226-3,37.553546,126.9682992,4296.4,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00005,동자어린이공원,어린이공원,서울특별시 용산구 한강대로104길 30-4,서울특별시 용산구 동자동 24-11,37.55008633,126.973945,712.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11170-00006,이태원어린이공원,어린이공원,서울특별시 용산구 회나무로6길 11-8,서울특별시 용산구 이태원동 286-1,37.538407,126.989041,2858.0,1940-03-12,서울특별시 용산구청,02-2199-7605,2022-12-20,3020000
11500-00096,곰돌이,어린이공원,,서울특별시 강서구 가양동 1482-1,37.562311,126.857433,1612.3,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00097,비둘기,어린이공원,,서울특별시 강서구 가양동 1489-1,37.559504,126.862944,1622.8,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00068,종달새,어린이공원,,서울특별시 강서구 화곡동819-5,37.535302,126.858021,991.4,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00069,화곡2주구1,어린이공원,,서울특별시 강서구 화곡동1159-2,37.550201,126.838658,2438.3,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00070,화곡2주구2,어린이공원,,서울특별시 강서구 화곡동1159-3,37.548723,126.8387,2438.2,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00071,범바위,어린이공원,,서울특별시 강서구 화곡동1061-36,37.543234,126.841377,973.6,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00072,개나리,어린이공원,,서울특별시 강서구 화곡동75-3,37.548372,126.844024,285.0,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00073,화곡3주구1,어린이공원,,서울특별시 강서구 화곡동1165-2,37.54614,126.836964,4504.2,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00074,화곡3주구2,어린이공원,,서울특별시 강서구 화곡동1165-6,37.545177,126.840547,3466.8,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00075,역말,어린이공원,,서울특별시 강서구 화곡동978-18,37.549726,126.848944,982.1,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00076,새말,어린이공원,,서울특별시 강서구 화곡동994-5,37.552035,126.846474,969.6,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00077,연지,어린이공원,,서울특별시 강서구 화곡동1109,37.554707,126.853537,629.1,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00078,백연,어린이공원,,서울특별시 강서구 화곡동980-2,37.550667,126.851903,1107.4,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00079,솔뫼,어린이공원,,서울특별시 강서구 화곡동379-32,37.538112,126.838674,1981.5,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00080,월정,어린이공원,,서울특별시 강서구 화곡동372-26,37.535153,126.836008,1181.5,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00081,초롱,어린이공원,,서울특별시 강서구 화곡동1088-16,37.5381,126.836229,946.0,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00082,은행,어린이공원,,서울특별시 강서구 화곡동369-11,37.535821,126.840511,1123.6,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00083,까치산,어린이공원,,서울특별시 강서구 화곡동354-14,37.533488,126.841904,1163.6,,서울특별시 강서구청,02-2600-4202,2024-02-21,3150000
11500-00084,배다리,어린이공원,,서울특별시 강서구 화곡동341-24,37.532144,126.848303,1630.1,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00085,안골,어린이공원,,서울특별시 강서구 화곡동155-1,37.535964,126.850746,2381.8,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00086,대무,어린이공원,,서울특별시 강서구 화곡동409-84,37.538002,126.847506,946.0,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00087,모태,어린이공원,,서울특별시 강서구 화곡동892-17,37.529543,126.849512,1003.4,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00088,더부리,어린이공원,,서울특별시 강서구 화곡동339-19,37.534902,126.846751,1263.7,,서울특별시 강서구청,02-2600-4112,2024-02-21,3150000
11500-00089,나들이,어린이공원,,서울특별시 강서구 가양동 1459-1,37.571854,126.844243,1500.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00090,아름,어린이공원,,서울특별시 강서구 가양동 1465,37.568594,126.848864,1956.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00091,꽃동네,어린이공원,,서울특별시 강서구 가양동 1461-1,37.570095,126.847132,1510.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00092,가양,어린이공원,,서울특별시 강서구 가양동 1462-2,37.569758,126.844804,1500.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00093,엄지,어린이공원,,서울특별시 강서구 가양동 1474-1,37.56581,126.854721,1511.6,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00094,무지개,어린이공원,,서울특별시 강서구 가양동 1478-1,37.565086,126.851657,1500.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11500-00095,풀피리,어린이공원,,서울특별시 강서구 가양동 1481-1,37.563578,126.8545998997,1562.0,,서울특별시 강서구청,02-2600-4183,2024-02-21,3150000
11650-00110,가온,어린이공원,,서울특별시 서초구 신원동 399,37.459986865,127.069996237,1554.4,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00111,으뜸,어린이공원,,서울특별시 서초구 서초동 1336,37.4905096972,127.028302298,1749.0,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00112,소라,어린이공원,,서울특별시 서초구 방배동 997-1,37.4784784594,127.0029766825,1782.4,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00113,원지,어린이공원,,서울특별시 서초구 원지동 368-1,37.444464429,127.0556581941,1938.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00114,서초무지개,어린이공원,,서울특별시 서초구 서초동 1355,37.4856046634,127.0280788344,4395.4,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00115,꽃마을1,소공원,,서울특별시 서초구 서초동 1500-6,37.4904879964,127.0071045811,2440.6,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00116,꽃마을2,소공원,,서울특별시 서초구 서초동 1499-17,37.4909416848,127.0056374106,380.7,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00117,잠원,소공원,,서울특별시 서초구 잠원동 158-1,37.5157961895,127.0118739448,1500.0,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00118,잠원성심,소공원,,서울특별시 서초구 잠원동 161-1,37.509891509,127.009919268,2000.0,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00119,오솔길,소공원,,서울특별시 서초구 반포동 30-28,37.5033516424,127.0147080157,2802.8,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00120,달님,소공원,,서울특별시 서초구 방배동 424-30,37.4835879705,126.9864630764,259.5,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00121,큰마을,소공원,,서울특별시 서초구 우면동 669,37.4669491284,127.0212330991,1964.4,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00122,솔말,소공원,,서울특별시 서초구 우면동 793,37.4597298283,127.0259861059,2720.0,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00123,느티나무,소공원,,서울특별시 서초구 염곡동 56-3,37.4639707136,127.054562605,396.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00124,언남,소공원,,서울특별시 서초구 염곡동 53-3,37.4638716294,127.0547305247,306.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00125,햇살,소공원,,서울특별시 서초구 내곡동 184-1,37.4549491368,127.0649235346,1094.5,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00126,산새,소공원,,서울특별시 서초구 신원동 215,37.44001929,127.050002186,1166.1,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00127,벌말,소공원,,서울특별시 서초구 신원동 266,37.4485517909,127.0560649758,1032.5,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00128,서릿개,소공원,,서울특별시 서초구 잠원동 64-8,37.509964006,126.999954758,3912.0,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00129,누에,소공원,,서울특별시 서초구 잠원동 160-3,37.509171249,127.0084300173,1720.0,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00130,새봄,소공원,,서울특별시 서초구 방배동 3278-1,37.4792377881,127.0023586281,1471.8,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00131,잠원흥동,소공원,,서울특별시 서초구 잠원동 74-2,37.5064603387,127.0021941277,2000.0,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00132,방배경남,소공원,,서울특별시 서초구 방배동 1028-1,37.4765915178,126.9997144535,1662.25,,서울특별시 서초구청,02-2155-6896,2022-12-22,3210000
11650-00133,우면산트러스트,소공원,,서울특별시 서초구 서초동 431-5,37.4823297933,127.0205158608,4679.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00134,우면,수변공원,,서울특별시 서초구 우면동 749,37.4561305714,127.0109898244,21609.1,,서울특별시 서초구청,02-2155-6864,2022-12-22,3210000
11650-00135,신원천,수변공원,,서울특별시 서초구 내곡동 139,37.4546898457,127.0625465846,11854.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00136,청계산,수변공원,,서울특별시 서초구 신원동 482-2,37.4543563624,127.0523937572,98587.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00137,서초종합,체육공원,,서울특별시 서초구 원지동 28번지,37.449959027,127.040023994,20923.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11590-00033,태양,어린이공원,,서울특별시 동작구 상도동 527-1외 2,37.506795,126.944663,1514.5,2005-03-24,서울특별시 동작구청,,2024-04-05,3190000
11590-00034,서달,소공원,,서울특별시 동작구 흑석동 339-4,37.50115916,126.9599134,254.8,2005-12-29,서울특별시 동작구청,,2024-04-05,3190000
11590-00035,희망,어린이공원,,서울특별시 동작구 동작동 333-3,37.49388882,126.9801298,2654.3,2006-03-16,서울특별시 동작구청,,2024-04-05,3190000
11590-00036,남성,소공원,,서울특별시 동작구 사당동 1131-17(영아),37.48499215,126.9721592,924.1,2006-03-23,서울특별시 동작구청,,2024-04-05,3190000
11590-00037,충효,소공원,,서울특별시 동작구 본동 494-9,37.51401526,126.950109,1081.8,2007-03-02,서울특별시 동작구청,,2024-04-05,3190000
11590-00038,꿈나무,어린이공원,,서울특별시 동작구 상도동 521-1,37.50329035,126.9427329,1500.0,2007-09-13,서울특별시 동작구청,,2024-04-05,3190000
11590-00039,빙수골,소공원,,서울특별시 동작구 상도동 296-6,37.49668291,126.932279,822.0,2007-10-04,서울특별시 동작구청,,2024-04-05,3190000
11590-00040,국화원,소공원,"서울특별시 동작구 상도로30길 39(상도동, 상도두산위브아파트)",서울특별시 동작구 상도동 529-1 상도두산위브아파트,37.50479617,126.942298,757.0,2007-11-08,서울특별시 동작구청,,2024-04-05,3190000
11590-00041,흐리목,소공원,,서울특별시 동작구 상도동 531-2,37.49448602,126.9530398,1869.7,2007-11-15,서울특별시 동작구청,,2024-04-05,3190000
11590-00032,비계,소공원,,서울특별시 동작구 흑석동 335-7,37.505468,126.966378,298.4,2003-12-30,서울특별시 동작구청,,2024-04-05,3190000
11650-00106,아랫샘,어린이공원,,서울특별시 서초구 내곡동 1-2173,37.4607101716,127.0720756314,1059.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00107,윗샘,어린이공원,,서울특별시 서초구 내곡동 1-2128,37.4584885872,127.0716789158,1084.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00108,능안,어린이공원,,서울특별시 서초구 내곡동 168-10,37.4545086001,127.0657519065,1156.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00109,아람,어린이공원,,서울특별시 서초구 내곡동 산48-1,37.450022664,127.059982359,1533.5,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00102,새쟁이,어린이공원,,서울특별시 서초구 신원동 9-2,37.435585498,127.0686480407,1586.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00103,염곡,어린이공원,,서울특별시 서초구 염곡동 143-9,37.463154595,127.0543869119,1318.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00104,안골,어린이공원,,서울특별시 서초구 내곡동 192-1,37.4561949295,127.0631859522,1192.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00105,홍씨마을,어린이공원,,서울특별시 서초구 내곡동 156-8,37.4531671962,127.0656581599,1461.0,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11680-00140,래미안라클래시소공원,소공원,,서울특별시 강남구 삼섬동  19-4,37.51863809,127.0497099,1320.0,,,02-3423-6244,2024-01-19,3220000
11650-00021,원촌,근린공원,,서울특별시 서초구 반포동 20-46,37.505917339,127.0102448719,9941.7,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00022,반포,근린공원,,서울특별시 서초구 반포동 114-3,37.4988531475,126.9905156577,26092.2,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
11650-00023,신반포,근린공원,,서울특별시 서초구 반포동 18-5,37.5016446319,126.9989770329,13606.8,,서울특별시 서초구청,02-2155-6865,2022-12-22,3210000
