manageNo,parkNm,parkSe,rdnmadr,lnmadr,latitude,longitude,parkAr,appnNtfcDate,institutionNm,phoneNumber,referenceDate,insttCode
11740-00005,혜림공원,어린이공원,서울특별시 강동구 천중로39길77(천호동),서울특별시 강동구 천호1동 47-23,37.54460149,127.139905,992.0,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00006,성안공원,어린이공원,서울특별시 강동구 양재대로97길41(성내동),서울특별시 강동구 성내3동 405-18,37.531369,127.134773,1057.1,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00007,선린공원,어린이공원,서울특별시 강동구 양재대로91길59(성내동),서울특별시 강동구 성내3동 424,37.52851478,127.132711,1575.2,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00008,보람공원,어린이공원,서울특별시 강동구 양재대로85길59(성내동),서울특별시 강동구 성내3동 444-6,37.52471702,127.131302,989.9,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00009,안말공원,어린이공원,서울특별시 강동구 풍성로45길11(성내동),서울특별시 강동구 성내3동 512,37.531236,127.129903,2290.3,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00010,샛별공원,어린이공원,,서울특별시 강동구 성내1동 566,37.526993,127.127036,2391.6,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00011,달님공원,어린이공원,서울특별시 강동구 양재대로112길52(길동),서울특별시 강동구 길동 405-21,37.53621038,127.142551,998.6,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00012,무궁화공원,어린이공원,서울특별시 강동구 양재대로124길62(길동),서울특별시 강동구 길동 340-17,37.5423345,127.1454038,996.3,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00013,희망공원,어린이공원,,서울특별시 강동구 길동 365-6,37.53897711,127.142255,992.4,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00014,성심공원,어린이공원,서울특별시 강동구 천중로40길66(길동),서울특별시 강동구 길동 386-1,37.53831458,127.137376,992.3,1972-11-06,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11740-00074,구름공원,어린이공원,,서울특별시 강동구 강일동 378,37.566745,127.179213,1540.0,2005-12-29,서울특별시 강동구청,02-3425-6440,2023-08-18,3240000
11530-00009,개웅산,근린공원,,서울특별시 구로구 개봉동 산53-3,37.48690364,126.8471261,411972.0,1971-08-06,서울특별시 구로구청,02-860-3165,2023-01-27,3160000
11530-00010,천왕(시)(천왕골),근린공원,,서울특별시 구로구 천왕동 173,37.4826151336,126.8337053745,990800.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00011,천왕(시)(항골),근린공원,,서울특별시 구로구 항동 147-2,37.4785497513,126.8290996988,5203240.0,1971-08-06,서울특별시 구로구청,02-860-2396,2023-01-27,3160000
11530-00012,천왕(구),근린공원,,서울특별시 구로구 천왕동 276,37.4764232,126.8417584,33677.0,2004-11-20,서울특별시 구로구청,02-860-3086,2023-01-27,3160000
11530-00013,연지,근린공원,,서울특별시 구로구 천왕동 274-2,37.47965771,126.8379653,44478.0,2004-11-20,서울특별시 구로구청,02-860-3086,2023-01-27,3160000
11530-00014,봉화대,근린공원,,서울특별시 구로구 천왕동 산13-1,37.48469858,126.8424192,60975.0,2006-11-13,서울특별시 구로구청,02-860-3086,2023-01-27,3160000
11530-00015,구로,근린공원,,서울특별시 구로구 구로동 102,37.49748278,126.8896027,7901.0,1982-07-12,서울특별시 구로구청,02-860-3086,2023-01-27,3160000
11530-00016,신도림테크노,근린공원,,서울특별시 구로구 구로동 3-33,37.50811753,126.8908707,10482.0,2005-01-05,서울특별시 구로구청,02-860-3086,2023-01-27,3160000
